id,loc,env,Yield.Mg.ha
MSR157-1Y,WI,WI_2012,54.96
MSR169-8Y,WI,WI_2012,57.35
MSR169-8Y,WI,WI_2012,62.13
MSS108-1,WI,WI_2012,59.74
MSS165-2Y,WI,WI_2012,74.07
MSS165-2Y,WI,WI_2012,76.46
MSS297-3,WI,WI_2012,35.84
MSS297-3,WI,WI_2012,43.01
MSS428-2,WI,WI_2012,69.3
MST096-2Y,WI,WI_2012,59.74
MST184-3,WI,WI_2012,43.01
MST186-1Y,WI,WI_2012,69.3
MST229-1,WI,WI_2012,59.74
MST412-3,WI,WI_2012,52.57
MSW163-3,WI,WI_2012,40.62
MSW293-1,WI,WI_2012,50.18
MSW450-1,WI,WI_2012,38.23
NDA081453CAB-2C,WI,WI_2012,59.74
Nicolet,WI,WI_2012,71.68
Nicolet,WI,WI_2012,86.02
NY148,WI,WI_2012,71.68
NY148,WI,WI_2012,93.19
NY152,WI,WI_2012,59.74
NY152,WI,WI_2012,74.07
NY153,WI,WI_2012,54.96
NY153,WI,WI_2012,74.07
NY154,WI,WI_2012,69.3
NY154,WI,WI_2012,74.07
NY156,WI,WI_2012,71.68
NYJ112-2,WI,WI_2012,54.96
NYJ15-7,WI,WI_2012,88.41
NYJ2-29,WI,WI_2012,59.74
Snowden,WI,WI_2012,71.68
Snowden,WI,WI_2012,71.68
Snowden,WI,WI_2012,86.02
Snowden,WI,WI_2012,88.41
Snowden,WI,WI_2012,95.58
Superior,WI,WI_2012,64.52
Superior,WI,WI_2012,66.91
Superior,WI,WI_2012,71.68
W8539-2Y,WI,WI_2012,66.91
W8539-2Y,WI,WI_2012,78.85
W8615-5,WI,WI_2012,71.68
W8615-5,WI,WI_2012,74.07
W8822-1,WI,WI_2012,69.3
W8822-1,WI,WI_2012,69.3
W8832-1Y,WI,WI_2012,50.18
W8832-1Y,WI,WI_2012,64.52
W8867-5,WI,WI_2012,59.74
W8867-5,WI,WI_2012,64.52
W8867-7,WI,WI_2012,38.23
W8867-7,WI,WI_2012,40.62
W9200-13,WI,WI_2012,64.52
W9252-7,WI,WI_2012,45.4
W9281-14,WI,WI_2012,52.57
W9301-5,WI,WI_2012,57.35
W9304-2,WI,WI_2012,35.84
W9306-1,WI,WI_2012,54.96
WhitePearl,WI,WI_2012,52.57
WhitePearl,WI,WI_2012,52.57
WhitePearl,WI,WI_2012,52.57
WhitePearl,WI,WI_2012,54.96
A00188-3C,WI,WI_2013,54.96
A00188-3C,WI,WI_2013,62.13
A01143-3C,WI,WI_2013,86.02
A01143-3C,WI,WI_2013,86.02
Accumulator,WI,WI_2013,88.41
Accumulator,WI,WI_2013,88.41
AF4157-6,WI,WI_2013,45.4
AF4157-6,WI,WI_2013,50.18
AF4552-5,WI,WI_2013,62.13
AF4552-5,WI,WI_2013,64.52
AF4573-2,WI,WI_2013,47.79
AF4573-2,WI,WI_2013,64.52
AF4648-2,WI,WI_2013,47.79
AF4648-2,WI,WI_2013,59.74
AF4736-10,WI,WI_2013,45.4
AF4740-1,WI,WI_2013,54.96
AF4747-5,WI,WI_2013,43.01
AF4971-3,WI,WI_2013,54.96
AF4975-3,WI,WI_2013,54.96
AF5038-1,WI,WI_2013,43.01
AF5038-6,WI,WI_2013,50.18
AF5040-8,WI,WI_2013,69.3
AF5081-4,WI,WI_2013,62.13
AF5138-2,WI,WI_2013,54.96
AF5142-3,WI,WI_2013,43.01
AF5152-2,WI,WI_2013,47.79
AF5152-3,WI,WI_2013,50.18
AF5320-1,WI,WI_2013,62.13
Atlantic,WI,WI_2013,71.68
Atlantic,WI,WI_2013,86.02
B2842-1,WI,WI_2013,52.57
B2869-15,WI,WI_2013,50.18
B2869-20,WI,WI_2013,45.4
B2869-29,WI,WI_2013,54.96
B2883-11,WI,WI_2013,45.4
B2895-8,WI,WI_2013,62.13
B2904-2,WI,WI_2013,74.07
B2936-2,WI,WI_2013,64.52
B2947-4,WI,WI_2013,47.79
B2947-8,WI,WI_2013,59.74
B2950-2,WI,WI_2013,47.79
B2950-3,WI,WI_2013,62.13
B2960-4,WI,WI_2013,66.91
BNC311-4,WI,WI_2013,62.13
BNC313-3,WI,WI_2013,45.4
BNC317-8,WI,WI_2013,62.13
CO02024-9W,WI,WI_2013,59.74
CO02024-9W,WI,WI_2013,74.07
CO02033-1W,WI,WI_2013,54.96
CO02033-1W,WI,WI_2013,69.3
CO05061-2P,WI,WI_2013,52.57
CO05061-2P,WI,WI_2013,54.96
CO05061-6W,WI,WI_2013,47.79
CO05061-6W,WI,WI_2013,57.35
Hodag,WI,WI_2013,54.96
Hodag,WI,WI_2013,76.46
Lamoka,WI,WI_2013,54.96
Lamoka,WI,WI_2013,54.96
Lamoka,WI,WI_2013,59.74
Lelah,WI,WI_2013,45.4
Lelah,WI,WI_2013,47.79
Lelah,WI,WI_2013,64.52
Manistee,WI,WI_2013,50.18
Manistee,WI,WI_2013,62.13
MSK061-4,WI,WI_2013,81.24
MSK061-4,WI,WI_2013,93.19
MSL007-B,WI,WI_2013,52.57
MSL007-B,WI,WI_2013,62.13
MSM246-B,WI,WI_2013,57.35
MSM246-B,WI,WI_2013,57.35
MSN190-2,WI,WI_2013,38.23
MSN190-2,WI,WI_2013,52.57
MSQ086-3,WI,WI_2013,69.3
MSQ086-3,WI,WI_2013,88.41
MSQ089-1,WI,WI_2013,66.91
MSQ089-1,WI,WI_2013,88.41
MSR058-1,WI,WI_2013,54.96
MSR058-1,WI,WI_2013,59.74
MSR061-1,WI,WI_2013,54.96
MSR061-1,WI,WI_2013,57.35
MSR127-2,WI,WI_2013,62.13
MSR127-2,WI,WI_2013,86.02
MSR128-4Y,WI,WI_2013,62.13
MSR128-4Y,WI,WI_2013,69.3
MSR157-1Y,WI,WI_2013,40.62
MSR157-1Y,WI,WI_2013,50.18
MSR169-8Y,WI,WI_2013,59.74
MSR169-8Y,WI,WI_2013,59.74
MSS428-2,WI,WI_2013,59.74
MSS428-2,WI,WI_2013,81.24
MST096-2Y,WI,WI_2013,54.96
MST096-2Y,WI,WI_2013,54.96
MST154-3,WI,WI_2013,57.35
MST184-3,WI,WI_2013,47.79
MST184-3,WI,WI_2013,50.18
MST186-1Y,WI,WI_2013,69.3
MST186-1Y,WI,WI_2013,74.07
MST191-2Y,WI,WI_2013,97.97
MST229-1,WI,WI_2013,57.35
MST412-3,WI,WI_2013,52.57
MST412-3,WI,WI_2013,86.02
MST441-1,WI,WI_2013,57.35
MSU245-1,WI,WI_2013,50.18
MSV030-4,WI,WI_2013,54.96
MSV241-2,WI,WI_2013,66.91
MSV358-3,WI,WI_2013,40.62
MSV380-1,WI,WI_2013,52.57
MSV394-3,WI,WI_2013,57.35
MSV498-1,WI,WI_2013,64.52
MSV505-2,WI,WI_2013,66.91
MSW068-4,WI,WI_2013,59.74
MSW075-1,WI,WI_2013,57.35
MSW123-3,WI,WI_2013,76.46
MSW252-2,WI,WI_2013,50.18
MSW259-6,WI,WI_2013,93.19
MSW293-1,WI,WI_2013,52.57
MSW299-2,WI,WI_2013,69.3
MSW326-6,WI,WI_2013,47.79
MSW450-1,WI,WI_2013,54.96
MSW474-1,WI,WI_2013,57.35
MSW485-2,WI,WI_2013,83.63
MSW500-4,WI,WI_2013,45.4
MSW501-5,WI,WI_2013,69.3
MSW509-5,WI,WI_2013,86.02
NDA081453CAB-2C,WI,WI_2013,78.85
NDTX060700C-1W,WI,WI_2013,23.89
NDTX071109C-1W,WI,WI_2013,47.79
NDTX091908AB-2W,WI,WI_2013,64.52
NY152,WI,WI_2013,86.02
NY152,WI,WI_2013,88.41
NY153,WI,WI_2013,45.4
NY153,WI,WI_2013,81.24
NY156,WI,WI_2013,57.35
NY156,WI,WI_2013,62.13
NYJ112-2,WI,WI_2013,50.18
NYJ112-2,WI,WI_2013,59.74
NYJ2-29,WI,WI_2013,62.13
NYJ2-29,WI,WI_2013,64.52
NYWJ11-5,WI,WI_2013,62.13
Snowden,WI,WI_2013,54.96
Snowden,WI,WI_2013,64.52
Snowden,WI,WI_2013,69.3
TX09396-1W,WI,WI_2013,74.07
W6822-3,WI,WI_2013,54.96
W6822-3,WI,WI_2013,59.74
W8587-4,WI,WI_2013,31.06
W8603-1,WI,WI_2013,47.79
W8603-1,WI,WI_2013,62.13
W8822-1,WI,WI_2013,69.3
W8822-1,WI,WI_2013,76.46
W8848-3,WI,WI_2013,33.45
W8848-3,WI,WI_2013,40.62
W8867-5,WI,WI_2013,64.52
W8867-5,WI,WI_2013,76.46
W8867-7,WI,WI_2013,40.62
W8867-7,WI,WI_2013,54.96
W9200-13,WI,WI_2013,47.79
W9200-13,WI,WI_2013,50.18
W9200-7,WI,WI_2013,59.74
W9202-2,WI,WI_2013,64.52
W9285-3Y,WI,WI_2013,57.35
W9306-1,WI,WI_2013,50.18
W9306-1,WI,WI_2013,57.35
W9577-6Y,WI,WI_2013,93.19
W9632-1,WI,WI_2013,50.18
W9632-1,WI,WI_2013,54.96
W9652-1,WI,WI_2013,59.74
W9652-1,WI,WI_2013,64.52
WhitePearl,WI,WI_2013,62.13
WhitePearl,WI,WI_2013,64.52
WhitePearl,WI,WI_2013,71.68
A00188-3C,WI,WI_2014,50.18
A00188-3C,WI,WI_2014,66.91
A01143-3C,WI,WI_2014,64.52
A01143-3C,WI,WI_2014,78.85
AF4442-4,WI,WI_2014,71.68
AF4442-4,WI,WI_2014,83.63
AF4552-5,WI,WI_2014,69.3
AF4552-5,WI,WI_2014,90.8
AF4648-2,WI,WI_2014,62.13
AF4648-2,WI,WI_2014,64.52
AF4971-3,WI,WI_2014,45.4
AF4975-3,WI,WI_2014,64.52
AF4975-3,WI,WI_2014,69.3
AF5033-13,WI,WI_2014,47.79
AF5039-11,WI,WI_2014,45.4
AF5039-15,WI,WI_2014,50.18
AF5040-8,WI,WI_2014,76.46
AF5040-8,WI,WI_2014,86.02
AF5044-21,WI,WI_2014,78.85
AF5142-1,WI,WI_2014,52.57
AF5152-2,WI,WI_2014,62.13
AF5152-2,WI,WI_2014,64.52
AF5152-3,WI,WI_2014,54.96
AF5153-11,WI,WI_2014,66.91
AF5280-2,WI,WI_2014,71.68
AF5281-4,WI,WI_2014,64.52
AF5292-4,WI,WI_2014,83.63
AF5332-2,WI,WI_2014,52.57
AF5386-4,WI,WI_2014,59.74
AF5387-6,WI,WI_2014,45.4
AF5392-8,WI,WI_2014,57.35
AF5425-6,WI,WI_2014,50.18
AF5426-3,WI,WI_2014,50.18
AF5432-5,WI,WI_2014,93.19
AF5445-4,WI,WI_2014,59.74
AF5446-11,WI,WI_2014,59.74
AF5447-10,WI,WI_2014,45.4
AFW5039-1,WI,WI_2014,81.24
Atlantic,WI,WI_2014,52.57
Atlantic,WI,WI_2014,57.35
B2827-12,WI,WI_2014,71.68
B2842-1,WI,WI_2014,64.52
B2842-1,WI,WI_2014,69.3
B2869-20,WI,WI_2014,54.96
B2869-20,WI,WI_2014,57.35
B2869-29,WI,WI_2014,69.3
B2869-29,WI,WI_2014,83.63
B2883-11,WI,WI_2014,38.23
B2883-11,WI,WI_2014,40.62
B2890-11,WI,WI_2014,62.13
B2895-8,WI,WI_2014,64.52
B2895-8,WI,WI_2014,74.07
B2904-2,WI,WI_2014,59.74
B2904-2,WI,WI_2014,64.52
B2908-3,WI,WI_2014,74.07
B2936-2,WI,WI_2014,57.35
B2936-2,WI,WI_2014,64.52
B2947-4,WI,WI_2014,43.01
B2947-4,WI,WI_2014,47.79
B2947-8,WI,WI_2014,66.91
B2947-8,WI,WI_2014,71.68
B2950-2,WI,WI_2014,47.79
B2950-2,WI,WI_2014,76.46
B2950-3,WI,WI_2014,57.35
B2950-3,WI,WI_2014,64.52
B2960-4,WI,WI_2014,74.07
B2960-4,WI,WI_2014,83.63
B2971-2,WI,WI_2014,40.62
B2981-3,WI,WI_2014,57.35
B2981-5,WI,WI_2014,45.4
B2993-6,WI,WI_2014,64.52
B2996-1,WI,WI_2014,54.96
B2999-6,WI,WI_2014,45.4
B3000-1,WI,WI_2014,52.57
B3002-1,WI,WI_2014,76.46
B3003-1,WI,WI_2014,47.79
B3003-10,WI,WI_2014,43.01
B3005-7,WI,WI_2014,50.18
B3005-9,WI,WI_2014,62.13
B3012-3,WI,WI_2014,35.84
B3012-7,WI,WI_2014,52.57
B3015-1,WI,WI_2014,57.35
BNC311-4,WI,WI_2014,62.13
BNC311-4,WI,WI_2014,71.68
BNC366-1,WI,WI_2014,50.18
BNC371-2,WI,WI_2014,50.18
CO05061-6W,WI,WI_2014,57.35
CO05061-6W,WI,WI_2014,64.52
CO07070-10W,WI,WI_2014,59.74
CO07070-13W,WI,WI_2014,62.13
MSM246-B,WI,WI_2014,54.96
MSM246-B,WI,WI_2014,64.52
MSQ089-1,WI,WI_2014,62.13
MSQ089-1,WI,WI_2014,71.68
MSR061-1,WI,WI_2014,45.4
MSR061-1,WI,WI_2014,52.57
MSR127-2,WI,WI_2014,62.13
MSR127-2,WI,WI_2014,71.68
MSS428-2,WI,WI_2014,66.91
MSS428-2,WI,WI_2014,66.91
MST184-3,WI,WI_2014,38.23
MST184-3,WI,WI_2014,43.01
MST186-1Y,WI,WI_2014,62.13
MST186-1Y,WI,WI_2014,64.52
MST191-2Y,WI,WI_2014,78.85
MST191-2Y,WI,WI_2014,86.02
MST229-1,WI,WI_2014,52.57
MSU245-1,WI,WI_2014,64.52
MSV030-4,WI,WI_2014,57.35
MSV030-4,WI,WI_2014,59.74
MSV093-1,WI,WI_2014,78.85
MSV111-1,WI,WI_2014,74.07
MSV241-2,WI,WI_2014,74.07
MSV358-3,WI,WI_2014,64.52
MSV358-3,WI,WI_2014,66.91
MSV380-1,WI,WI_2014,54.96
MSV394-3,WI,WI_2014,59.74
MSV498-1,WI,WI_2014,71.68
MSV498-1,WI,WI_2014,88.41
MSV505-2,WI,WI_2014,54.96
MSV507-007,WI,WI_2014,66.91
MSV507-094,WI,WI_2014,57.35
MSV507-100,WI,WI_2014,71.68
MSV507-128,WI,WI_2014,71.68
MSV507-143,WI,WI_2014,71.68
MSV507-146,WI,WI_2014,59.74
MSV507-198,WI,WI_2014,76.46
MSW075-1,WI,WI_2014,64.52
MSW138-2,WI,WI_2014,50.18
MSW168-2,WI,WI_2014,66.91
MSW259-6,WI,WI_2014,66.91
MSW259-6,WI,WI_2014,86.02
MSW293-1,WI,WI_2014,71.68
MSW474-1,WI,WI_2014,74.07
MSW485-2,WI,WI_2014,43.01
MSW485-2,WI,WI_2014,78.85
MSX150-1,WI,WI_2014,81.24
MSX240-3,WI,WI_2014,74.07
MSX245-2Y,WI,WI_2014,62.13
MSX540-4,WI,WI_2014,74.07
MSX542-2,WI,WI_2014,76.46
NC302-12,WI,WI_2014,40.62
NC311-9,WI,WI_2014,71.68
NC317-12,WI,WI_2014,62.13
NCJ100-7,WI,WI_2014,83.63
NCJ106-2,WI,WI_2014,52.57
NCJ107-6,WI,WI_2014,74.07
ND7799c-1,WI,WI_2014,45.4
ND7799c-1,WI,WI_2014,57.35
NDA081453CAB-2C,WI,WI_2014,64.52
NDTX060700C-1W,WI,WI_2014,16.73
NDTX060700C-1W,WI,WI_2014,38.23
NDTX071109C-1W,WI,WI_2014,45.4
NDTX091908AB-2W,WI,WI_2014,59.74
NDTX091908AB-2W,WI,WI_2014,81.24
NDTX102557-1W,WI,WI_2014,54.96
NY152,WI,WI_2014,81.24
NY152,WI,WI_2014,93.19
NY154,WI,WI_2014,97.97
NY156,WI,WI_2014,52.57
NY156,WI,WI_2014,71.68
NY158,WI,WI_2014,97.97
NY162,WI,WI_2014,64.52
NYJ112-2,WI,WI_2014,66.91
NYJ112-2,WI,WI_2014,66.91
NYK27-1,WI,WI_2014,71.68
NYK27-3,WI,WI_2014,66.91
NYK28-18,WI,WI_2014,78.85
NYWJ11-5,WI,WI_2014,71.68
NYWJ11-5,WI,WI_2014,81.24
Snowden,WI,WI_2014,66.91
Snowden,WI,WI_2014,66.91
TX09396-1W,WI,WI_2014,54.96
TX09396-1W,WI,WI_2014,69.3
TX09403-14W,WI,WI_2014,59.74
W6822-3,WI,WI_2014,64.52
W6822-3,WI,WI_2014,66.91
W9200-13,WI,WI_2014,47.79
W9200-13,WI,WI_2014,52.57
W9306-1,WI,WI_2014,21.51
W9306-1,WI,WI_2014,43.01
W9827-7Y,WI,WI_2014,52.57
W9871-4,WI,WI_2014,62.13
W9871-6,WI,WI_2014,69.3
W9874-3,WI,WI_2014,62.13
W9891-1,WI,WI_2014,52.57
W9905-3,WI,WI_2014,71.68
W9905-6,WI,WI_2014,59.74
W9905-7,WI,WI_2014,71.68
W9922-5,WI,WI_2014,66.91
W9967-16,WI,WI_2014,62.13
W9967-4,WI,WI_2014,54.96
W9967-5,WI,WI_2014,69.3
W9968-2,WI,WI_2014,52.57
W9968-3,WI,WI_2014,50.18
W9968-5,WI,WI_2014,86.02
A00188-3C,WI,WI_2015,68.1
A00188-3C,WI,WI_2015,71.21
A01143-3C,WI,WI_2015,105.14
A01143-3C,WI,WI_2015,109.2
AF4648-2,WI,WI_2015,63.08
AF4648-2,WI,WI_2015,71.92
AF5033-13,WI,WI_2015,38.71
AF5033-13,WI,WI_2015,43.73
AF5040-8,WI,WI_2015,68.82
AF5040-8,WI,WI_2015,81
AF5153-11,WI,WI_2015,61.17
AF5153-11,WI,WI_2015,80.76
AF5281-4,WI,WI_2015,47.07
AF5281-4,WI,WI_2015,47.79
AF5392-8,WI,WI_2015,64.52
AF5393-1,WI,WI_2015,54.24
AF5432-5,WI,WI_2015,101.08
AF5432-5,WI,WI_2015,106.33
AF5445-2,WI,WI_2015,103.23
AF5446-11,WI,WI_2015,49.94
AF5446-11,WI,WI_2015,56.87
AF5450-7,WI,WI_2015,87.22
AF5484-3,WI,WI_2015,74.55
AF5583-3,WI,WI_2015,68.34
AFW5039-1,WI,WI_2015,73.6
AFW5039-1,WI,WI_2015,80.53
AOR09034-3,WI,WI_2015,81.48
Atlantic,WI,WI_2015,66.67
Atlantic,WI,WI_2015,70.73
Atlantic,WI,WI_2015,85.54
B2842-1,WI,WI_2015,74.07
B2842-1,WI,WI_2015,83.15
B2869-29,WI,WI_2015,56.63
B2869-29,WI,WI_2015,62.84
B2895-8,WI,WI_2015,90.8
B2895-8,WI,WI_2015,93.43
B2904-2,WI,WI_2015,78.38
B2904-2,WI,WI_2015,85.54
B2947-8,WI,WI_2015,63.8
B2947-8,WI,WI_2015,87.93
B2950-2,WI,WI_2015,56.87
B2950-2,WI,WI_2015,65.47
B2950-3,WI,WI_2015,71.21
B2950-3,WI,WI_2015,76.7
B2981-5,WI,WI_2015,61.89
B2981-5,WI,WI_2015,67.14
B3000-1,WI,WI_2015,70.97
B3000-1,WI,WI_2015,73.6
B3005-7,WI,WI_2015,76.7
B3005-7,WI,WI_2015,78.85
B3012-1,WI,WI_2015,74.31
BNC311-4,WI,WI_2015,74.31
BNC311-4,WI,WI_2015,75.51
BNC366-1,WI,WI_2015,62.6
BNC366-1,WI,WI_2015,66.43
BNC371-2,WI,WI_2015,68.34
BNC371-2,WI,WI_2015,79.57
CO07070-10W,WI,WI_2015,56.87
CO07070-10W,WI,WI_2015,64.04
CO07070-13W,WI,WI_2015,61.17
CO07070-13W,WI,WI_2015,70.49
Lamoka,WI,WI_2015,57.83
Lamoka,WI,WI_2015,59.26
Lamoka,WI,WI_2015,72.88
MSS428-2,WI,WI_2015,86.98
MSS428-2,WI,WI_2015,92.95
MST191-2Y,WI,WI_2015,82.92
MST191-2Y,WI,WI_2015,103.23
MSV030-4,WI,WI_2015,65.95
MSV030-4,WI,WI_2015,66.91
MSV241-2,WI,WI_2015,75.27
MSV241-2,WI,WI_2015,85.78
MSV358-3,WI,WI_2015,81.96
MSV358-3,WI,WI_2015,84.35
MSV380-1,WI,WI_2015,49.7
MSV498-1,WI,WI_2015,76.22
MSV498-1,WI,WI_2015,100.36
MSW075-1,WI,WI_2015,84.11
MSW168-2,WI,WI_2015,54
MSW299-2,WI,WI_2015,66.43
MSW485-2,WI,WI_2015,66.91
MSW509-5,WI,WI_2015,74.31
MSW509-5,WI,WI_2015,80.29
MSX240-3,WI,WI_2015,82.92
MSX540-4,WI,WI_2015,66.67
MSX540-4,WI,WI_2015,76.94
MSZ222-19,WI,WI_2015,44.68
NC252-49,WI,WI_2015,58.54
NC317-12,WI,WI_2015,67.62
NC317-12,WI,WI_2015,84.83
NC371-3,WI,WI_2015,54.96
NDA081453CAB-2C,WI,WI_2015,77.9
NDA081453CAB-2C,WI,WI_2015,81
NDTX071109C-1W,WI,WI_2015,48.03
NDTX071109C-1W,WI,WI_2015,52.33
NY154,WI,WI_2015,67.86
NY154,WI,WI_2015,94.38
NY162,WI,WI_2015,88.65
NY162,WI,WI_2015,89.13
NYK27-3,WI,WI_2015,94.62
NYK27-3,WI,WI_2015,110.63
NYK28-18,WI,WI_2015,89.37
NYK28-18,WI,WI_2015,93.19
NYL17-3,WI,WI_2015,78.85
NYL2-12,WI,WI_2015,57.35
NYL8-12,WI,WI_2015,82.2
Pike,WI,WI_2015,67.86
Pike,WI,WI_2015,75.99
Snowden,WI,WI_2015,69.06
Snowden,WI,WI_2015,80.29
Snowden,WI,WI_2015,93.19
TX09403-14W,WI,WI_2015,47.79
TX09403-14W,WI,WI_2015,51.14
W10128-1,WI,WI_2015,61.89
W10128-1,WI,WI_2015,65.95
W10128-1,WI,WI_2015,70.01
W9891-1,WI,WI_2015,71.21
W9891-1,WI,WI_2015,78.85
W9905-3,WI,WI_2015,65.71
W9905-3,WI,WI_2015,84.11
W9905-7,WI,WI_2015,71.68
W9905-7,WI,WI_2015,72.16
W9968-5,WI,WI_2015,93.43
W9968-5,WI,WI_2015,95.34
AC10239-7W,WI,WI_2016,70.49
AF5040-8,WI,WI_2016,73.84
AF5040-8,WI,WI_2016,76.94
AF5393-1,WI,WI_2016,58.54
AF5393-1,WI,WI_2016,69.77
AF5432-5,WI,WI_2016,76.46
AF5432-5,WI,WI_2016,91.52
AF5445-2,WI,WI_2016,76.46
AF5445-2,WI,WI_2016,81.24
AF5450-7,WI,WI_2016,75.03
AF5450-7,WI,WI_2016,75.99
AF5484-3,WI,WI_2016,54
AF5484-3,WI,WI_2016,62.13
AF5563-2,WI,WI_2016,63.32
AF5583-3,WI,WI_2016,50.9
AF5583-3,WI,WI_2016,71.45
AF5635-8,WI,WI_2016,50.9
AF5639-6,WI,WI_2016,62.84
AF5648-3,WI,WI_2016,72.64
AF5665-2,WI,WI_2016,62.13
AF5677-6,WI,WI_2016,90.32
AF5682-5,WI,WI_2016,59.98
AFC5551-4W,WI,WI_2016,48.27
AFC5563-5W,WI,WI_2016,60.93
AOR09034-3,WI,WI_2016,66.43
AOR09034-3,WI,WI_2016,72.16
AOR11484-2,WI,WI_2016,80.29
AORTX09032-3W,WI,WI_2016,53.29
AORTX09033-4W,WI,WI_2016,41.1
AORTX09037-1W,WI,WI_2016,63.56
AORTX09037-4W,WI,WI_2016,79.81
AORTX10247-1W/Y,WI,WI_2016,62.13
Atlantic,WI,WI_2016,65.95
Atlantic,WI,WI_2016,74.07
B2869-29,WI,WI_2016,67.14
B2869-29,WI,WI_2016,69.06
B2904-2,WI,WI_2016,74.31
B2904-2,WI,WI_2016,84.83
B3012-1,WI,WI_2016,73.84
B3152A-3,WI,WI_2016,65.95
B3153-3,WI,WI_2016,76.7
B3155-3,WI,WI_2016,67.86
B3159-7,WI,WI_2016,37.99
B3165-11,WI,WI_2016,51.85
B3172-12,WI,WI_2016,75.75
B3172-3,WI,WI_2016,38.47
B3172-8,WI,WI_2016,77.66
BNC311-4,WI,WI_2016,62.37
BNC311-4,WI,WI_2016,63.56
BNC469-12,WI,WI_2016,58.3
BNC469-16,WI,WI_2016,61.89
BNC469-17,WI,WI_2016,41.1
BNC469-7,WI,WI_2016,78.85
BNC472-3,WI,WI_2016,64.04
CO10030-3W,WI,WI_2016,65.71
CO10073-7W,WI,WI_2016,49.7
CO10076-4W,WI,WI_2016,68.1
Lamoka,WI,WI_2016,63.32
Lamoka,WI,WI_2016,71.92
MSV033-1,WI,WI_2016,70.01
MSV033-1,WI,WI_2016,71.92
MSV434-04,WI,WI_2016,76.94
MSV498-1,WI,WI_2016,43.97
MSV498-1,WI,WI_2016,66.67
MSV507-001,WI,WI_2016,67.38
MSV507-003,WI,WI_2016,54.72
MSV507-007,WI,WI_2016,80.53
MSV507-073,WI,WI_2016,74.07
MSV507-198,WI,WI_2016,82.2
MSW324-1,WI,WI_2016,81.96
MSW394-1,WI,WI_2016,77.66
MSZ020-08,WI,WI_2016,54.24
MSZ022-19,WI,WI_2016,75.27
MSZ045-09,WI,WI_2016,77.9
MSZ052-11,WI,WI_2016,61.89
MSZ052-31,WI,WI_2016,82.44
MSZ062-10,WI,WI_2016,54.48
MSZ096-03,WI,WI_2016,58.3
MSZ101-06,WI,WI_2016,60.69
MSZ101-07,WI,WI_2016,74.79
MSZ219-1,WI,WI_2016,75.03
MSZ219-1,WI,WI_2016,75.51
MSZ219-13,WI,WI_2016,65.95
MSZ219-14,WI,WI_2016,76.46
MSZ219-14,WI,WI_2016,89.61
MSZ222-19,WI,WI_2016,73.6
MSZ222-19,WI,WI_2016,82.92
MSZ242-09,WI,WI_2016,77.9
NC252-49,WI,WI_2016,74.07
NC252-49,WI,WI_2016,81
NC280-89,WI,WI_2016,74.55
NC280-89,WI,WI_2016,76.46
NC371-3,WI,WI_2016,54.72
NC371-3,WI,WI_2016,59.74
NC470-3,WI,WI_2016,89.61
NC472-1,WI,WI_2016,108.48
NC473-2,WI,WI_2016,85.78
NCB3146-1,WI,WI_2016,77.42
NCB3171-4,WI,WI_2016,86.26
NCB3171-7,WI,WI_2016,54.48
ND102642C-2,WI,WI_2016,85.3
ND102921C-3,WI,WI_2016,82.44
ND113278-3,WI,WI_2016,60.69
ND113307C-3,WI,WI_2016,88.89
ND113394CAB-7,WI,WI_2016,62.6
ND4100C-19,WI,WI_2016,54.72
ND5255-59,WI,WI_2016,53.29
NDA081453CAB-2C,WI,WI_2016,48.03
NDA081453CAB-2C,WI,WI_2016,51.85
NDAF113470C-3,WI,WI_2016,72.16
NY154,WI,WI_2016,83.39
NY154,WI,WI_2016,105.85
NY162,WI,WI_2016,68.82
NY162,WI,WI_2016,70.73
NYK27-3,WI,WI_2016,87.93
NYK27-3,WI,WI_2016,103.23
NYL17-3,WI,WI_2016,73.36
NYL17-3,WI,WI_2016,87.22
NYL2-12,WI,WI_2016,62.37
NYL2-12,WI,WI_2016,68.1
NYL7-2,WI,WI_2016,43.73
NYL7-2,WI,WI_2016,83.63
NYL8-12,WI,WI_2016,78.85
NYL8-12,WI,WI_2016,91.52
NYM7-4,WI,WI_2016,76.94
NYM7-6,WI,WI_2016,62.37
OR12479-5,WI,WI_2016,84.83
OR9256-2,WI,WI_2016,59.5
OR9256-2,WI,WI_2016,69.06
Pike,WI,WI_2016,51.85
Pike,WI,WI_2016,70.25
Snowden,WI,WI_2016,85.3
Snowden,WI,WI_2016,85.78
W10129-4,WI,WI_2016,36.56
W10659-16,WI,WI_2016,55.91
W10659-8,WI,WI_2016,39.9
W9891-1,WI,WI_2016,55.91
W9891-1,WI,WI_2016,58.54
W9905-3,WI,WI_2016,57.11
W9905-3,WI,WI_2016,59.26
W9905-3,WI,WI_2016,59.26
W9968-5,WI,WI_2016,68.58
W9968-5,WI,WI_2016,69.77
WAF12065-8,WI,WI_2016,65.95
