id,loc,env,Yield.Mg.ha
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,27.16
Atlantic,NC,NC_2014,30.18
Atlantic,NC,NC_2014,30.18
Atlantic,NC,NC_2014,30.18
Atlantic,NC,NC_2014,30.18
Atlantic,NC,NC_2014,30.18
B2827-12,NC,NC_2014,12.07
B2842-1,NC,NC_2014,30.18
B2842-1,NC,NC_2014,30.18
B2869-20,NC,NC_2014,15.09
B2869-20,NC,NC_2014,21.13
B2869-29,NC,NC_2014,24.15
B2869-29,NC,NC_2014,24.15
B2883-11,NC,NC_2014,12.07
B2883-11,NC,NC_2014,15.09
B2890-11,NC,NC_2014,15.09
B2895-8,NC,NC_2014,15.09
B2895-8,NC,NC_2014,18.11
B2904-2,NC,NC_2014,27.16
B2904-2,NC,NC_2014,30.18
B2908-3,NC,NC_2014,12.07
B2936-2,NC,NC_2014,18.11
B2936-2,NC,NC_2014,30.18
B2947-4,NC,NC_2014,24.15
B2947-4,NC,NC_2014,24.15
B2947-8,NC,NC_2014,18.11
B2947-8,NC,NC_2014,33.2
B2950-2,NC,NC_2014,24.15
B2950-2,NC,NC_2014,33.2
B2950-3,NC,NC_2014,24.15
B2950-3,NC,NC_2014,33.2
B2960-4,NC,NC_2014,33.2
B2960-4,NC,NC_2014,36.22
B2971-2,NC,NC_2014,12.07
B2981-3,NC,NC_2014,18.11
B2981-5,NC,NC_2014,18.11
B2993-6,NC,NC_2014,9.05
B2996-1,NC,NC_2014,18.11
B2999-6,NC,NC_2014,12.07
B3000-1,NC,NC_2014,27.16
B3002-1,NC,NC_2014,27.16
B3003-1,NC,NC_2014,12.07
B3003-10,NC,NC_2014,15.09
B3005-7,NC,NC_2014,18.11
B3005-9,NC,NC_2014,12.07
B3012-3,NC,NC_2014,15.09
B3012-7,NC,NC_2014,18.11
B3015-1,NC,NC_2014,6.04
BNC311-4,NC,NC_2014,18.11
BNC311-4,NC,NC_2014,27.16
BNC366-1,NC,NC_2014,21.13
BNC371-2,NC,NC_2014,15.09
CO05061-6W,NC,NC_2014,18.11
CO05061-6W,NC,NC_2014,21.13
CO07070-10W,NC,NC_2014,18.11
CO07070-13W,NC,NC_2014,15.09
MSM246-B,NC,NC_2014,15.09
MSM246-B,NC,NC_2014,15.09
MSQ089-1,NC,NC_2014,27.16
MSQ089-1,NC,NC_2014,33.2
MSR061-1,NC,NC_2014,12.07
MSR061-1,NC,NC_2014,27.16
MSR127-2,NC,NC_2014,15.09
MSR127-2,NC,NC_2014,24.15
MSS428-2,NC,NC_2014,18.11
MSS428-2,NC,NC_2014,18.11
MST184-3,NC,NC_2014,9.05
MST184-3,NC,NC_2014,12.07
MST186-1Y,NC,NC_2014,18.11
MST186-1Y,NC,NC_2014,24.15
MST191-2Y,NC,NC_2014,30.18
MST191-2Y,NC,NC_2014,30.18
MST229-1,NC,NC_2014,6.04
MSU245-1,NC,NC_2014,15.09
MSV030-4,NC,NC_2014,24.15
MSV030-4,NC,NC_2014,24.15
MSV093-1,NC,NC_2014,33.2
MSV111-1,NC,NC_2014,21.13
MSV241-2,NC,NC_2014,21.13
MSV241-2,NC,NC_2014,21.13
MSV358-3,NC,NC_2014,9.05
MSV358-3,NC,NC_2014,15.09
MSV380-1,NC,NC_2014,21.13
MSV394-3,NC,NC_2014,18.11
MSV498-1,NC,NC_2014,24.15
MSV498-1,NC,NC_2014,36.22
MSV505-2,NC,NC_2014,24.15
MSV507-007,NC,NC_2014,18.11
MSV507-094,NC,NC_2014,15.09
MSV507-100,NC,NC_2014,30.18
MSV507-128,NC,NC_2014,18.11
MSV507-143,NC,NC_2014,24.15
MSV507-146,NC,NC_2014,12.07
MSV507-198,NC,NC_2014,27.16
MSW075-1,NC,NC_2014,24.15
MSW138-2,NC,NC_2014,18.11
MSW168-2,NC,NC_2014,30.18
MSW259-6,NC,NC_2014,24.15
MSW259-6,NC,NC_2014,27.16
MSW293-1,NC,NC_2014,27.16
MSW474-1,NC,NC_2014,30.18
MSW485-2,NC,NC_2014,27.16
MSW485-2,NC,NC_2014,39.24
MSX150-1,NC,NC_2014,30.18
MSX240-3,NC,NC_2014,24.15
MSX245-2Y,NC,NC_2014,24.15
MSX540-4,NC,NC_2014,18.11
MSX542-2,NC,NC_2014,15.09
NC302-12,NC,NC_2014,15.09
NC311-9,NC,NC_2014,36.22
NC317-12,NC,NC_2014,42.26
NCJ100-7,NC,NC_2014,27.16
NCJ106-2,NC,NC_2014,15.09
NCJ107-6,NC,NC_2014,24.15
ND7799c-1,NC,NC_2014,18.11
ND7799c-1,NC,NC_2014,27.16
NDTX060700C-1W,NC,NC_2014,6.04
NDTX060700C-1W,NC,NC_2014,9.05
NDTX071109C-1W,NC,NC_2014,12.07
NDTX091908AB-2W,NC,NC_2014,15.09
NDTX091908AB-2W,NC,NC_2014,21.13
NDTX102557-1W,NC,NC_2014,24.15
NY152,NC,NC_2014,24.15
NY152,NC,NC_2014,27.16
NY153,NC,NC_2014,6.04
NY153,NC,NC_2014,30.18
NY154,NC,NC_2014,33.2
NY156,NC,NC_2014,18.11
NY156,NC,NC_2014,21.13
NY158,NC,NC_2014,21.13
NY162,NC,NC_2014,21.13
NYJ112-2,NC,NC_2014,21.13
NYJ112-2,NC,NC_2014,24.15
NYK27-1,NC,NC_2014,18.11
NYK27-3,NC,NC_2014,30.18
NYK28-18,NC,NC_2014,21.13
NYWJ11-5,NC,NC_2014,33.2
NYWJ11-5,NC,NC_2014,39.24
Snowden,NC,NC_2014,15.09
Snowden,NC,NC_2014,15.09
Snowden,NC,NC_2014,15.09
Snowden,NC,NC_2014,15.09
Snowden,NC,NC_2014,15.09
Snowden,NC,NC_2014,15.09
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,27.16
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,30.18
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,33.2
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
Snowden,NC,NC_2014,36.22
TX09396-1W,NC,NC_2014,18.11
TX09396-1W,NC,NC_2014,33.2
TX09403-14W,NC,NC_2014,24.15
W6822-3,NC,NC_2014,21.13
W6822-3,NC,NC_2014,30.18
W9200-13,NC,NC_2014,21.13
W9200-13,NC,NC_2014,24.15
W9306-1,NC,NC_2014,21.13
W9306-1,NC,NC_2014,27.16
W9827-7Y,NC,NC_2014,15.09
W9871-4,NC,NC_2014,27.16
W9871-6,NC,NC_2014,45.27
W9874-3,NC,NC_2014,39.24
W9891-1,NC,NC_2014,27.16
W9905-3,NC,NC_2014,15.09
W9905-6,NC,NC_2014,15.09
W9905-7,NC,NC_2014,21.13
W9922-5,NC,NC_2014,18.11
W9967-16,NC,NC_2014,18.11
W9967-4,NC,NC_2014,24.15
W9967-5,NC,NC_2014,24.15
W9968-2,NC,NC_2014,27.16
W9968-3,NC,NC_2014,27.16
W9968-5,NC,NC_2014,27.16
AF4648-2,NC,NC_2015,20.95
AF4648-2,NC,NC_2015,29.25
AF5033-13,NC,NC_2015,29.25
AF5033-13,NC,NC_2015,35.65
AF5040-8,NC,NC_2015,34.47
AF5040-8,NC,NC_2015,41.41
AF5153-11,NC,NC_2015,29.04
AF5153-11,NC,NC_2015,29.43
AF5281-4,NC,NC_2015,29.28
AF5281-4,NC,NC_2015,31.69
AF5386-4,NC,NC_2015,21.7
AF5392-8,NC,NC_2015,29.19
AF5393-1,NC,NC_2015,40.29
AF5425-6,NC,NC_2015,36.79
AF5426-3,NC,NC_2015,21.4
AF5426-3,NC,NC_2015,28.34
AF5445-2,NC,NC_2015,42.74
AF5446-11,NC,NC_2015,27.16
AF5446-11,NC,NC_2015,32.93
AF5450-7,NC,NC_2015,40.05
AF5484-3,NC,NC_2015,22.85
AF5583-3,NC,NC_2015,41.89
AFW5039-1,NC,NC_2015,33.74
AFW5039-1,NC,NC_2015,38.88
AOR09034-3,NC,NC_2015,59.94
Atlantic,NC,NC_2015,23.3
Atlantic,NC,NC_2015,28.49
Atlantic,NC,NC_2015,28.55
Atlantic,NC,NC_2015,30.21
Atlantic,NC,NC_2015,33.77
Atlantic,NC,NC_2015,36.88
Atlantic,NC,NC_2015,40.45
Atlantic,NC,NC_2015,52.46
B2842-1,NC,NC_2015,44.61
B2842-1,NC,NC_2015,46.03
B2869-29,NC,NC_2015,27.65
B2869-29,NC,NC_2015,45.52
B2883-11,NC,NC_2015,22.85
B2883-11,NC,NC_2015,31.81
B2895-8,NC,NC_2015,27.95
B2895-8,NC,NC_2015,40.84
B2904-2,NC,NC_2015,49.98
B2904-2,NC,NC_2015,54.6
B2947-4,NC,NC_2015,31.87
B2947-4,NC,NC_2015,42.38
B2947-8,NC,NC_2015,29.49
B2947-8,NC,NC_2015,37.91
B2950-2,NC,NC_2015,30.7
B2950-2,NC,NC_2015,32.54
B2950-3,NC,NC_2015,33.38
B2950-3,NC,NC_2015,34.44
B2981-5,NC,NC_2015,28.61
B2981-5,NC,NC_2015,33.9
B3000-1,NC,NC_2015,33.62
B3000-1,NC,NC_2015,34.44
B3003-10,NC,NC_2015,21.01
B3003-10,NC,NC_2015,31
B3005-7,NC,NC_2015,39.9
B3005-7,NC,NC_2015,40.87
B3005-9,NC,NC_2015,26.92
B3005-9,NC,NC_2015,29.34
B3012-1,NC,NC_2015,33.29
B3012-3,NC,NC_2015,29.91
B3012-3,NC,NC_2015,40.2
B3012-7,NC,NC_2015,24.33
B3012-7,NC,NC_2015,24.81
B3015-1,NC,NC_2015,13.37
B3015-1,NC,NC_2015,17.69
BNC311-4,NC,NC_2015,34.53
BNC311-4,NC,NC_2015,39.15
BNC366-1,NC,NC_2015,32.45
BNC366-1,NC,NC_2015,39.54
BNC371-2,NC,NC_2015,23.72
BNC371-2,NC,NC_2015,36.04
CO07070-10W,NC,NC_2015,22.64
CO07070-10W,NC,NC_2015,30.73
CO07070-13W,NC,NC_2015,21.4
CO07070-13W,NC,NC_2015,23.81
Lamoka,NC,NC_2015,15.73
Lamoka,NC,NC_2015,25.72
Lamoka,NC,NC_2015,26.41
Lamoka,NC,NC_2015,28.43
Lamoka,NC,NC_2015,29.28
Lamoka,NC,NC_2015,33.65
Lamoka,NC,NC_2015,33.87
Lamoka,NC,NC_2015,34.92
MSS428-2,NC,NC_2015,20.13
MSS428-2,NC,NC_2015,37.55
MST191-2Y,NC,NC_2015,42.14
MST191-2Y,NC,NC_2015,46.36
MSV030-4,NC,NC_2015,12.44
MSV030-4,NC,NC_2015,12.47
MSV241-2,NC,NC_2015,27.1
MSV241-2,NC,NC_2015,27.59
MSV358-3,NC,NC_2015,27.13
MSV358-3,NC,NC_2015,30.7
MSV380-1,NC,NC_2015,32.96
MSV498-1,NC,NC_2015,25.93
MSV498-1,NC,NC_2015,41.95
MSW075-1,NC,NC_2015,31.63
MSW168-2,NC,NC_2015,28.37
MSW299-2,NC,NC_2015,31.69
MSW485-2,NC,NC_2015,40.96
MSW509-5,NC,NC_2015,39.36
MSW509-5,NC,NC_2015,43.46
MSX240-3,NC,NC_2015,46.24
MSX540-4,NC,NC_2015,26.59
MSX540-4,NC,NC_2015,41.92
MSZ222-19,NC,NC_2015,31.57
NC252-49,NC,NC_2015,35.1
NC280-89,NC,NC_2015,41.11
NC317-12,NC,NC_2015,37.76
NC317-12,NC,NC_2015,38.03
NC371-3,NC,NC_2015,32.36
NCJ107-6,NC,NC_2015,24.27
NCJ107-6,NC,NC_2015,27.29
ND113394CAB-7,NC,NC_2015,39.27
NDA081453CAB-2C,NC,NC_2015,34.65
NDTX071109C-1W,NC,NC_2015,22.46
NDTX071109C-1W,NC,NC_2015,28.95
NY154,NC,NC_2015,35.83
NY154,NC,NC_2015,53.3
NY162,NC,NC_2015,36.61
NY162,NC,NC_2015,47.09
NYK27-3,NC,NC_2015,34.74
NYK27-3,NC,NC_2015,46.12
NYK28-18,NC,NC_2015,36.79
NYK28-18,NC,NC_2015,40.14
NYL17-3,NC,NC_2015,45.94
NYL2-12,NC,NC_2015,25.5
NYL7-2,NC,NC_2015,30.91
NYL8-12,NC,NC_2015,34.53
Pike,NC,NC_2015,15.88
Pike,NC,NC_2015,25.08
Pike,NC,NC_2015,25.2
Pike,NC,NC_2015,26.68
Pike,NC,NC_2015,33.8
Pike,NC,NC_2015,34.14
Pike,NC,NC_2015,36.28
Pike,NC,NC_2015,39.87
Snowden,NC,NC_2015,30.85
Snowden,NC,NC_2015,37.03
Snowden,NC,NC_2015,39.21
Snowden,NC,NC_2015,40.17
Snowden,NC,NC_2015,41.71
Snowden,NC,NC_2015,44.01
Snowden,NC,NC_2015,44.7
Snowden,NC,NC_2015,46.48
TX09403-14W,NC,NC_2015,28.25
TX09403-14W,NC,NC_2015,31.69
W10128-1,NC,NC_2015,43.52
W10129-4,NC,NC_2015,23
W9891-1,NC,NC_2015,21.43
W9891-1,NC,NC_2015,24.57
W9905-3,NC,NC_2015,20.65
W9905-3,NC,NC_2015,39.84
W9905-7,NC,NC_2015,17.23
W9905-7,NC,NC_2015,29.88
W9968-5,NC,NC_2015,33.96
W9968-5,NC,NC_2015,40.81
AC10239-7W,NC,NC_2016,33.36
AF5040-8,NC,NC_2016,30.8
AF5040-8,NC,NC_2016,45.91
AF5393-1,NC,NC_2016,25.4
AF5393-1,NC,NC_2016,34.5
AF5445-2,NC,NC_2016,43.14
AF5445-2,NC,NC_2016,45.58
AF5484-3,NC,NC_2016,29.8
AF5484-3,NC,NC_2016,36.75
AF5563-2,NC,NC_2016,31.76
AF5583-3,NC,NC_2016,27.52
AF5583-3,NC,NC_2016,32.24
AF5635-8,NC,NC_2016,37.81
AF5639-6,NC,NC_2016,30.61
AF5648-3,NC,NC_2016,20.32
AF5665-2,NC,NC_2016,28.66
AF5677-6,NC,NC_2016,44.69
AF5682-5,NC,NC_2016,20.37
AFC5551-4W,NC,NC_2016,22.85
AFC5563-5W,NC,NC_2016,36.78
AFW5484-6,NC,NC_2016,17.22
AOR09034-3,NC,NC_2016,19.29
AOR09034-3,NC,NC_2016,38.9
AOR11484-2,NC,NC_2016,32.03
AORTX09032-3W,NC,NC_2016,30.02
AORTX09033-4W,NC,NC_2016,19.18
AORTX09037-1W,NC,NC_2016,36.89
AORTX09037-4W,NC,NC_2016,41.37
AORTX10247-1W/Y,NC,NC_2016,23.55
Atlantic,NC,NC_2016,30.83
Atlantic,NC,NC_2016,32.11
Atlantic,NC,NC_2016,32.35
Atlantic,NC,NC_2016,33.3
B2869-29,NC,NC_2016,23.47
B2869-29,NC,NC_2016,29.2
B2904-2,NC,NC_2016,28.93
B2904-2,NC,NC_2016,30.7
B3012-1,NC,NC_2016,38.11
B3152A-3,NC,NC_2016,34.66
B3153-3,NC,NC_2016,24.42
B3155-3,NC,NC_2016,38.25
B3159-7,NC,NC_2016,26
B3165-11,NC,NC_2016,30.67
B3172-12,NC,NC_2016,33.17
B3172-3,NC,NC_2016,19.45
B3172-8,NC,NC_2016,51.07
BNC311-4,NC,NC_2016,31.02
BNC311-4,NC,NC_2016,33.17
BNC469-12,NC,NC_2016,29.47
BNC469-16,NC,NC_2016,28.47
BNC469-17,NC,NC_2016,19.34
BNC469-7,NC,NC_2016,38.14
BNC472-3,NC,NC_2016,24.86
CO10030-3W,NC,NC_2016,33.93
CO10073-7W,NC,NC_2016,30.15
CO10076-4W,NC,NC_2016,29.07
Lamoka,NC,NC_2016,26.92
Lamoka,NC,NC_2016,27.65
Lamoka,NC,NC_2016,29.8
Lamoka,NC,NC_2016,30.04
MSV033-1,NC,NC_2016,31.19
MSV033-1,NC,NC_2016,35.48
MSV434-04,NC,NC_2016,25.89
MSV498-1,NC,NC_2016,23.2
MSV498-1,NC,NC_2016,27.25
MSV507-001,NC,NC_2016,29.39
MSV507-003,NC,NC_2016,16.68
MSV507-007,NC,NC_2016,32.49
MSV507-073,NC,NC_2016,24.42
MSV507-198,NC,NC_2016,32.35
MSW324-1,NC,NC_2016,24.31
MSW394-1,NC,NC_2016,35.59
MSZ020-08,NC,NC_2016,17.71
MSZ022-19,NC,NC_2016,22.3
MSZ045-09,NC,NC_2016,33.63
MSZ052-11,NC,NC_2016,34.25
MSZ052-31,NC,NC_2016,25.62
MSZ062-10,NC,NC_2016,16.68
MSZ096-03,NC,NC_2016,29.09
MSZ101-06,NC,NC_2016,14.83
MSZ101-07,NC,NC_2016,35.4
MSZ219-1,NC,NC_2016,24.53
MSZ219-1,NC,NC_2016,25.26
MSZ219-13,NC,NC_2016,22.98
MSZ219-14,NC,NC_2016,30.97
MSZ219-14,NC,NC_2016,32.05
MSZ222-19,NC,NC_2016,26.92
MSZ222-19,NC,NC_2016,45.39
MSZ242-09,NC,NC_2016,31.38
NC252-49,NC,NC_2016,34.91
NC252-49,NC,NC_2016,37.54
NC280-89,NC,NC_2016,36.24
NC280-89,NC,NC_2016,48.84
NC371-3,NC,NC_2016,18.12
NC371-3,NC,NC_2016,24.88
NC470-3,NC,NC_2016,41.32
NC472-1,NC,NC_2016,64.79
NC473-2,NC,NC_2016,45.5
NCB3146-1,NC,NC_2016,46.99
NCB3171-4,NC,NC_2016,48.73
NCB3171-7,NC,NC_2016,38.85
ND102642C-2,NC,NC_2016,37.49
ND102921C-3,NC,NC_2016,35.75
ND113278-3,NC,NC_2016,39.42
ND113307C-3,NC,NC_2016,37.08
ND113394CAB-7,NC,NC_2016,37.05
ND4100C-19,NC,NC_2016,26.97
ND5255-59,NC,NC_2016,39.52
NDAF113470C-3,NC,NC_2016,37
NY154,NC,NC_2016,36.16
NY154,NC,NC_2016,40.58
NY162,NC,NC_2016,22.82
NY162,NC,NC_2016,36.16
NYK27-3,NC,NC_2016,40.75
NYK27-3,NC,NC_2016,47.92
NYL17-3,NC,NC_2016,28.55
NYL17-3,NC,NC_2016,39.66
NYL2-12,NC,NC_2016,27.08
NYL2-12,NC,NC_2016,28.25
NYL7-2,NC,NC_2016,30.21
NYL7-2,NC,NC_2016,42.89
NYL8-12,NC,NC_2016,26.3
NYL8-12,NC,NC_2016,34.5
NYM7-4,NC,NC_2016,50.17
NYM7-6,NC,NC_2016,45.58
NYM8-5,NC,NC_2016,41.02
OR12479-5,NC,NC_2016,26.16
OR9256-2,NC,NC_2016,17.98
OR9256-2,NC,NC_2016,43.11
Pike,NC,NC_2016,25.64
Pike,NC,NC_2016,27.08
Pike,NC,NC_2016,27.87
Pike,NC,NC_2016,30.42
Snowden,NC,NC_2016,32.11
Snowden,NC,NC_2016,33.58
Snowden,NC,NC_2016,37.51
Snowden,NC,NC_2016,43.71
W10128-1,NC,NC_2016,30.67
W10128-1,NC,NC_2016,35.72
W10637-20,NC,NC_2016,29.8
W10645-7,NC,NC_2016,39.8
W10659-16,NC,NC_2016,37.16
W10659-8,NC,NC_2016,34.25
W9891-1,NC,NC_2016,18.55
W9891-1,NC,NC_2016,38.06
W9905-3,NC,NC_2016,34.31
W9905-3,NC,NC_2016,35.21
W9968-5,NC,NC_2016,41.92
W9968-5,NC,NC_2016,44.63
WAF12065-8,NC,NC_2016,36.43
WTX10666-8W,NC,NC_2016,21.76
A00188-3C,NY,NY_2011,34.97
A00188-3C,NY,NY_2011,38.46
A01143-3C,NY,NY_2011,41.96
A01143-3C,NY,NY_2011,45.46
AC00206-2W,NY,NY_2011,31.47
AC01151-5W,NY,NY_2011,41.96
AC01151-5W,NY,NY_2011,41.96
AC03452-2W,NY,NY_2011,41.96
AC05153-1W,NY,NY_2011,24.48
AF4157-6,NY,NY_2011,27.97
AF4157-6,NY,NY_2011,38.46
AF4442-4,NY,NY_2011,27.97
AF4552-5,NY,NY_2011,41.96
AF4573-2,NY,NY_2011,45.46
AF4640-1,NY,NY_2011,48.96
AF4648-2,NY,NY_2011,41.96
Atlantic,NY,NY_2011,45.46
Atlantic,NY,NY_2011,48.96
Atlantic,NY,NY_2011,48.96
Atlantic,NY,NY_2011,48.96
CO00270-7W,NY,NY_2011,34.97
CO00270-7W,NY,NY_2011,38.46
CO02024-9W,NY,NY_2011,55.95
CO02024-9W,NY,NY_2011,62.94
CO02033-1W,NY,NY_2011,45.46
CO03243-3W,NY,NY_2011,52.45
CO05061-2P,NY,NY_2011,31.47
CO05061-6W,NY,NY_2011,31.47
Hodag,NY,NY_2011,45.46
Hodag,NY,NY_2011,55.95
Manistee,NY,NY_2011,38.46
MSH228-6,NY,NY_2011,45.46
MSL007-B,NY,NY_2011,24.48
MSL007-B,NY,NY_2011,27.97
MSM246-B,NY,NY_2011,34.97
MSM246-B,NY,NY_2011,34.97
MSQ035-3,NY,NY_2011,27.97
MSQ086-3,NY,NY_2011,31.47
MSQ089-1,NY,NY_2011,38.46
MSQ089-1,NY,NY_2011,38.46
MSR036-5,NY,NY_2011,38.46
MSR058-1,NY,NY_2011,34.97
MSR058-1,NY,NY_2011,38.46
MSR127-2,NY,NY_2011,38.46
MSR127-2,NY,NY_2011,48.96
MSR128-4Y,NY,NY_2011,41.96
MSR148-4,NY,NY_2011,27.97
MSR148-4,NY,NY_2011,34.97
MSR157-1Y,NY,NY_2011,31.47
MSR169-8Y,NY,NY_2011,45.46
MSR169-8Y,NY,NY_2011,45.46
MSS165-2Y,NY,NY_2011,34.97
MSS165-2Y,NY,NY_2011,41.96
MSS297-3,NY,NY_2011,24.48
ND7799c-1,NY,NY_2011,38.46
ND7799c-1,NY,NY_2011,38.46
NY148,NY,NY_2011,55.95
NY148,NY,NY_2011,62.94
NY152,NY,NY_2011,55.95
NY153,NY,NY_2011,62.94
NY154,NY,NY_2011,62.94
Snowden,NY,NY_2011,45.46
Snowden,NY,NY_2011,48.96
Snowden,NY,NY_2011,55.95
Snowden,NY,NY_2011,59.45
W6609-3,NY,NY_2011,24.48
W6609-3,NY,NY_2011,24.48
W6822-3,NY,NY_2011,38.46
W8539-2Y,NY,NY_2011,38.46
W8539-2Y,NY,NY_2011,38.46
W8587-4,NY,NY_2011,27.97
W8587-4,NY,NY_2011,34.97
W8615-5,NY,NY_2011,38.46
W8615-5,NY,NY_2011,45.46
W8822-1,NY,NY_2011,52.45
W8832-1Y,NY,NY_2011,27.97
W8848-3,NY,NY_2011,31.47
W8867-5,NY,NY_2011,52.45
W8867-7,NY,NY_2011,41.96
W9632-1,NY,NY_2011,41.96
W9652-1,NY,NY_2011,48.96
A00188-3C,NY,NY_2012,38.46
A00188-3C,NY,NY_2012,48.96
A01143-3C,NY,NY_2012,38.46
A01143-3C,NY,NY_2012,41.96
A03440-2C,NY,NY_2012,27.97
A07117-2C,NY,NY_2012,17.48
AC00206-2W,NY,NY_2012,27.97
AC00206-2W,NY,NY_2012,31.47
AC01151-5W,NY,NY_2012,31.47
AC01151-5W,NY,NY_2012,34.97
AC03452-2W,NY,NY_2012,41.96
AC03452-2W,NY,NY_2012,52.45
AC05153-1W,NY,NY_2012,20.98
AC05153-1W,NY,NY_2012,38.46
Accumulator,NY,NY_2012,48.96
Accumulator,NY,NY_2012,48.96
AF4157-6,NY,NY_2012,31.47
AF4157-6,NY,NY_2012,34.97
AF4442-4,NY,NY_2012,31.47
AF4552-5,NY,NY_2012,45.46
AF4573-2,NY,NY_2012,38.46
AF4640-1,NY,NY_2012,41.96
AF4648-2,NY,NY_2012,31.47
AF4648-2,NY,NY_2012,41.96
AF4736-10,NY,NY_2012,41.96
AF4740-1,NY,NY_2012,45.46
AF4747-5,NY,NY_2012,34.97
AF4971-3,NY,NY_2012,41.96
AF4975-3,NY,NY_2012,34.97
Atlantic,NY,NY_2012,41.96
Atlantic,NY,NY_2012,41.96
CO00270-7W,NY,NY_2012,27.97
CO00270-7W,NY,NY_2012,38.46
CO02024-9W,NY,NY_2012,41.96
CO02024-9W,NY,NY_2012,52.45
CO02033-1W,NY,NY_2012,31.47
CO02033-1W,NY,NY_2012,34.97
CO03243-3W,NY,NY_2012,48.96
CO03243-3W,NY,NY_2012,55.95
CO05061-2P,NY,NY_2012,24.48
CO05061-2P,NY,NY_2012,31.47
CO05061-6W,NY,NY_2012,31.47
CO05061-6W,NY,NY_2012,38.46
Lamoka,NY,NY_2012,24.48
Lamoka,NY,NY_2012,31.47
Manistee,NY,NY_2012,20.98
Manistee,NY,NY_2012,24.48
MegaChip,NY,NY_2012,31.47
MegaChip,NY,NY_2012,34.97
MSH228-6,NY,NY_2012,48.96
MSH228-6,NY,NY_2012,48.96
MSL007-B,NY,NY_2012,27.97
MSL007-B,NY,NY_2012,34.97
MSM246-B,NY,NY_2012,24.48
MSM246-B,NY,NY_2012,27.97
MSP239-1,NY,NY_2012,31.47
MSP270-1,NY,NY_2012,20.98
MSQ035-3,NY,NY_2012,24.48
MSQ035-3,NY,NY_2012,27.97
MSQ086-3,NY,NY_2012,31.47
MSQ086-3,NY,NY_2012,34.97
MSQ089-1,NY,NY_2012,31.47
MSQ089-1,NY,NY_2012,31.47
MSQ492-2,NY,NY_2012,31.47
MSR036-5,NY,NY_2012,34.97
MSR036-5,NY,NY_2012,41.96
MSR058-1,NY,NY_2012,20.98
MSR058-1,NY,NY_2012,34.97
MSR127-2,NY,NY_2012,41.96
MSR127-2,NY,NY_2012,45.46
MSR128-4Y,NY,NY_2012,27.97
MSR128-4Y,NY,NY_2012,34.97
MSR148-4,NY,NY_2012,41.96
MSR148-4,NY,NY_2012,48.96
MSR157-1Y,NY,NY_2012,24.48
MSR157-1Y,NY,NY_2012,31.47
MSR169-8Y,NY,NY_2012,17.48
MSR169-8Y,NY,NY_2012,24.48
MSS108-1,NY,NY_2012,45.46
MSS165-2Y,NY,NY_2012,34.97
MSS165-2Y,NY,NY_2012,34.97
MSS206-2,NY,NY_2012,45.46
MSS297-3,NY,NY_2012,20.98
MSS297-3,NY,NY_2012,31.47
MSS428-2,NY,NY_2012,45.46
